game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,reason,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,4398776,NaLyssa Smith,17,Aces,Las Vegas,Aces,17.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,1.0,0.0,5.0,+16,2.0,True,False,False,COACH'S DECISION,False,3,N. Smith,https://a.espncdn.com/i/headshots/wnba/players/full/4398776.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,4433633,Kierstan Bell,17,Aces,Las Vegas,Aces,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-13,0.0,True,False,False,COACH'S DECISION,False,1,K. Bell,https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,3149391,A'ja Wilson,17,Aces,Las Vegas,Aces,38.0,11.0,20.0,1.0,2.0,11.0,12.0,3.0,11.0,14.0,4.0,0.0,3.0,3.0,1.0,-1,34.0,True,False,False,COACH'S DECISION,True,22,A. Wilson,https://a.espncdn.com/i/headshots/wnba/players/full/3149391.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,2529122,Chelsea Gray,17,Aces,Las Vegas,Aces,39.0,4.0,11.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,4.0,+7,11.0,True,False,False,COACH'S DECISION,True,12,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,4065870,Jackie Young,17,Aces,Las Vegas,Aces,37.0,7.0,18.0,1.0,7.0,6.0,6.0,1.0,2.0,3.0,9.0,2.0,0.0,0.0,1.0,-2,21.0,True,False,False,COACH'S DECISION,True,0,J. Young,https://a.espncdn.com/i/headshots/wnba/players/full/4065870.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,2590093,Kiah Stokes,17,Aces,Las Vegas,Aces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,COACH'S DECISION,True,41,K. Stokes,https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,3934218,Megan Gustafson,17,Aces,Las Vegas,Aces,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,-5,0.0,False,False,False,COACH'S DECISION,False,17,M. Gustafson,https://a.espncdn.com/i/headshots/wnba/players/full/3934218.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,2987869,Jewell Loyd,17,Aces,Las Vegas,Aces,30.0,4.0,7.0,4.0,7.0,4.0,4.0,3.0,4.0,7.0,1.0,1.0,0.0,2.0,3.0,+13,16.0,False,False,False,COACH'S DECISION,True,24,J. Loyd,https://a.espncdn.com/i/headshots/wnba/players/full/2987869.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,4281190,Dana Evans,17,Aces,Las Vegas,Aces,16.0,2.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,-1,6.0,False,False,False,COACH'S DECISION,False,11,D. Evans,https://a.espncdn.com/i/headshots/wnba/players/full/4281190.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,4597509,Aaliyah Nye,17,Aces,Las Vegas,Aces,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4,0.0,False,False,False,COACH'S DECISION,False,13,A. Nye,https://a.espncdn.com/i/headshots/wnba/players/full/4597509.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820326,2025,3,2025-10-08,2025-10-08 20:00:00-04:00,2529458,Cheyenne Parker-Tyus,17,Aces,Las Vegas,Aces,,,,,,,,,,,,,,,,,,False,False,True,COACH'S DECISION,False,32,C. Parker-Tyus,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,away,True,90,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,88
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,4398776,NaLyssa Smith,17,Aces,Las Vegas,Aces,21.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,+5,3.0,True,False,False,COACH'S DECISION,True,3,N. Smith,https://a.espncdn.com/i/headshots/wnba/players/full/4398776.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,4433633,Kierstan Bell,17,Aces,Las Vegas,Aces,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4,2.0,True,False,False,COACH'S DECISION,True,1,K. Bell,https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,3149391,A'ja Wilson,17,Aces,Las Vegas,Aces,32.0,13.0,23.0,0.0,0.0,2.0,4.0,3.0,11.0,14.0,3.0,1.0,0.0,3.0,2.0,+21,28.0,True,False,False,COACH'S DECISION,False,22,A. Wilson,https://a.espncdn.com/i/headshots/wnba/players/full/3149391.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,2529122,Chelsea Gray,17,Aces,Las Vegas,Aces,35.0,4.0,9.0,1.0,3.0,1.0,2.0,1.0,7.0,8.0,10.0,3.0,3.0,3.0,1.0,+14,10.0,True,False,False,COACH'S DECISION,False,12,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,4065870,Jackie Young,17,Aces,Las Vegas,Aces,34.0,12.0,20.0,3.0,7.0,5.0,5.0,3.0,5.0,8.0,2.0,1.0,0.0,3.0,2.0,+10,32.0,True,False,False,COACH'S DECISION,False,0,J. Young,https://a.espncdn.com/i/headshots/wnba/players/full/4065870.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,2529458,Cheyenne Parker-Tyus,17,Aces,Las Vegas,Aces,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,COACH'S DECISION,True,32,C. Parker-Tyus,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,3934218,Megan Gustafson,17,Aces,Las Vegas,Aces,13.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3,2.0,False,False,False,COACH'S DECISION,False,17,M. Gustafson,https://a.espncdn.com/i/headshots/wnba/players/full/3934218.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,2987869,Jewell Loyd,17,Aces,Las Vegas,Aces,30.0,3.0,8.0,3.0,7.0,0.0,0.0,2.0,5.0,7.0,0.0,3.0,2.0,0.0,2.0,+21,9.0,False,False,False,COACH'S DECISION,False,24,J. Loyd,https://a.espncdn.com/i/headshots/wnba/players/full/2987869.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,4281190,Dana Evans,17,Aces,Las Vegas,Aces,26.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,+1,5.0,False,False,False,COACH'S DECISION,True,11,D. Evans,https://a.espncdn.com/i/headshots/wnba/players/full/4281190.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,4597509,Aaliyah Nye,17,Aces,Las Vegas,Aces,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,COACH'S DECISION,True,13,A. Nye,https://a.espncdn.com/i/headshots/wnba/players/full/4597509.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820325,2025,3,2025-10-05,2025-10-05 15:00:00-04:00,2590093,Kiah Stokes,17,Aces,Las Vegas,Aces,,,,,,,,,,,,,,,,,,False,False,True,COACH'S DECISION,False,41,K. Stokes,https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,91,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,78
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,4398776,NaLyssa Smith,17,Aces,Las Vegas,Aces,16.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,2.0,-6,4.0,True,False,False,COACH'S DECISION,False,3,N. Smith,https://a.espncdn.com/i/headshots/wnba/players/full/4398776.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,4433633,Kierstan Bell,17,Aces,Las Vegas,Aces,5.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,True,False,False,COACH'S DECISION,False,1,K. Bell,https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png,Forward,F,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,3149391,A'ja Wilson,17,Aces,Las Vegas,Aces,38.0,7.0,16.0,0.0,1.0,7.0,9.0,4.0,6.0,10.0,5.0,1.0,2.0,0.0,0.0,+2,21.0,True,False,False,COACH'S DECISION,True,22,A. Wilson,https://a.espncdn.com/i/headshots/wnba/players/full/3149391.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,2529122,Chelsea Gray,17,Aces,Las Vegas,Aces,35.0,2.0,7.0,1.0,4.0,3.0,3.0,0.0,7.0,7.0,10.0,1.0,1.0,1.0,1.0,+10,8.0,True,False,False,COACH'S DECISION,True,12,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,4065870,Jackie Young,17,Aces,Las Vegas,Aces,32.0,3.0,13.0,0.0,6.0,4.0,4.0,1.0,1.0,2.0,5.0,2.0,0.0,2.0,5.0,-6,10.0,True,False,False,COACH'S DECISION,True,0,J. Young,https://a.espncdn.com/i/headshots/wnba/players/full/4065870.png,Guard,G,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
401820322,2025,3,2025-10-03,2025-10-03 20:00:00-04:00,2590093,Kiah Stokes,17,Aces,Las Vegas,Aces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,COACH'S DECISION,True,41,K. Stokes,https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png,Center,C,Las Vegas Aces,s:40~l:59~t:17,las-vegas-aces,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,LV,a7a8aa,000000,home,True,89,11,Mercury,Phoenix,Phoenix Mercury,PHX,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3c286e,e56020,86
